колонка_0,колонка_1,колонка_2,колонка_3,колонка_4,колонка_5,колонка_6,колонка_7,колонка_8,колонка_9,колонка_10,колонка_11,колонка_12,колонка_13,колонка_14,колонка_15,колонка_16,колонка_17,колонка_18,колонка_19,колонка_20
2024-07-17,bank,Прикладная математика,,400000,d5199fab-7f34-4c6a-8f26-b3a57730e68a,0.63,0,1,1,Санкт-Петербургский государственный университет (СПбГУ),640000.0,,F,2,г-жа Ларионова Алина Кузьминична,0,MASTER,24,3.1,2024-06-20
2024-07-22,website,Информатика и вычислительная техника,2024-08-30,450000,20524f44-6f67-4960-9e42-9399d6018602,0.67,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2025000.0,,F,6,Соловьева Алевтина Тимуровна,0,BACHELOR,18,4.7,2024-06-20
2024-07-01,website,Прикладная математика,2024-07-13,190000,58a81361-99a8-42bd-8683-698fe54eb07,0.64,1,1,1,Казанский федеральный университет (КФУ),304000.0,,M,2,Твердислав Ефремович Лебедев,1,BACHELOR,15,3.6,2024-06-04
2024-06-24,website,Кибернетика,,260000,8677ba1c-9ac9-4d51-8ddf-238f433af45,0.65,0,1,2,Санкт-Петербургский государственный университет (СПбГУ),1040000.0,,M,8,Ираклий Егорович Бобров,1,BACHELOR,17,3.4,2024-05-31
2024-05-17,bank,Автоматизация и управление,2024-08-12,270000,ba507ba4-3d1e-4621-a7f5-27c60e148bc0,0.74,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1080000.0,,F,4,Маргарита Тимуровна Щербакова,0,MASTER,20,4.0,2024-05-12
2024-09-02,social_media,Электроника и наноэлектроника,2024-09-03,190000,37f2a83c-c824-4476-b8f4-82525fdf2fa9,0.6,1,1,3,Московский физико-технический институт (МФТИ),1140000.0,,M,6,Сила Устинович Исаков,0,BACHELOR,16,3.8,2024-06-05
2024-08-28,social_media,Электроника и наноэлектроника,,150000,61b9e13a-d535-48f2-a564-3b9653c06ee,0.56,0,1,2,Красноярский государственный университет (КГУ),600000.0,,F,4,Суханова Жанна Сергеевна,1,MASTER,24,3.3,2024-05-24
2024-08-03,bank,Автоматизация и управление,2024-08-05,280000,ec413553-d865-43f5-a3e1-b8ef8fbf1bc,0.57,1,1,1,Новосибирский государственный университет (НГУ),420000.0,,F,2,Лапина Зинаида Святославовна,1,BACHELOR,17,3.9,2024-06-04
2024-07-14,social_media,Автоматизация и управление,2024-09-09,370000,4446de90-2e75-4940-9974-7e8f0fc635d,0.51,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1480000.0,,M,8,г-н Копылов Назар Терентьевич,1,BACHELOR,18,4.5,2024-06-08
2024-08-05,bank,Электроника и наноэлектроника,2024-08-10,230000,976bdec5-1360-4e7a-8f82-f04a820b7493,0.66,1,1,1,Национальный исследовательский ядерный университет «МИФИ»,552000.0,,F,4,Афанасьева Антонина Аскольдовна,0,BACHELOR,15,3.9,2024-06-27
2024-08-14,bank,Биотехнология,2024-09-11,265000,a1ebd1ea-0f0a-4111-b729-6500dde94dc,0.55,1,1,3,Дальневосточный федеральный университет (ДВФУ),1590000.0,,F,8,Маслова Зинаида Болеславовна,1,BACHELOR,17,3.2,2024-06-06
2024-07-08,social_media,Электроника и наноэлектроника,2024-09-07,340000,ea2227a3-1911-4b97-babd-852a3539e71,0.66,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1020000.0,,F,4,Татьяна Вениаминовна Емельянова,1,BACHELOR,17,3.2,2024-05-26
2024-08-10,social_media,Информатика и вычислительная техника,2024-09-01,350000,959bc85a-f584-4ebe-8629-b78ddebd3f32,0.63,1,1,4,Санкт-Петербургский государственный университет (СПбГУ),2800000.0,,M,8,Дмитрий Бориславович Чернов,0,BACHELOR,15,3.2,2024-06-06
2024-07-01,website,Биотехнология,2024-09-07,215000,cccd2364-59d7-407b-bca5-7c079608cd5f,0.53,1,1,3,Дальневосточный федеральный университет (ДВФУ),1290000.0,,F,8,Кулакова Надежда Петровна,0,BACHELOR,17,3.9,2024-05-21
2024-07-20,social_media,Прикладная математика,2024-08-07,400000,df059eac-e3ac-4b0e-94bc-2efdbb4fbf29,0.71,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),800000.0,,F,2,Оксана Рудольфовна Никифорова,0,MASTER,24,4.0,2024-05-21
,website,Биотехнология,,220000,1bf22256-fbfd-46e0-af80-9d11cf2d6c3,0.87,0,0,2,Томский государственный университет (ТГУ),0.0,Плохая КИ,M,4,Леон Арсеньевич Лукин,1,MASTER,20,3.9,2024-06-07
2024-07-07,bank,Электроника и наноэлектроника,2024-07-09,340000,a6e48023-c34a-4e03-80e1-ec6db8d1e023,0.69,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),680000.0,,M,4,Вишняков Пахом Иларионович,0,MASTER,20,3.7,2024-05-05
2024-07-06,website,Прикладная математика,2024-08-12,300000,dde2f217-cbc1-45a5-be0f-5d6377f714ac,0.57,1,1,1,Московский физико-технический институт (МФТИ),600000.0,,F,2,Вера Олеговна Лихачева,0,MASTER,24,3.1,2024-05-20
2024-07-13,social_media,Механика,2024-08-02,295000,f23fdf3a-cadf-4fb5-944a-1ca7d16e292b,0.52,1,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),1770000.0,,M,8,Архипов Аким Харлампьевич,0,BACHELOR,16,3.4,2024-06-01
2024-07-18,social_media,Механика,2024-08-21,295000,b12de06f-db71-4787-a7c3-4ea6544520d6,0.66,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1180000.0,,M,8,Носов Мечислав Димитриевич,0,BACHELOR,18,4.0,2024-07-07
2024-07-19,website,Механика,2024-09-14,295000,b2db404d-0e70-415d-bd80-f9401cb804c1,0.67,1,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),1770000.0,,M,6,Панкратий Геннадиевич Дроздов,0,BACHELOR,18,3.9,2024-06-19
2024-06-27,social_media,Кибернетика,2024-08-24,310000,c517f59f-a3ab-4f17-a97e-efaabe16933,0.64,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),744000.0,,M,4,Капитон Исидорович Егоров,1,BACHELOR,18,3.2,2024-05-19
2024-07-25,bank,Физика,2024-08-06,185000,066d7f7c-4bb0-4670-af3b-32859b71465b,0.57,1,1,2,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),555000.0,,M,4,Захар Ануфриевич Тихонов,0,BACHELOR,16,4.2,2024-07-03
2024-05-16,social_media,Информатика и вычислительная техника,2024-06-03,250000,fac3fcec-c940-46d8-9782-5211bbf6cfc4,0.59,1,1,2,Московский физико-технический институт (МФТИ),750000.0,,M,4,Ладислав Феликсович Комиссаров,0,SPECIALTY,16,3.7,2024-05-03
2024-05-12,social_media,Механика,2024-07-23,245000,4408d459-1f25-4e84-b295-e3cf3d443231,0.65,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),882000.0,,M,6,Зиновий Фёдорович Воробьев,0,BACHELOR,16,4.0,2024-05-02
2024-08-06,bank,Прикладная математика,2024-08-11,400000,8c47b461-400c-405d-af0d-5da4d1df2cc,0.6,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1440000.0,,M,4,Владимир Измаилович Герасимов,1,MASTER,23,3.2,2024-05-23
2024-08-31,social_media,Прикладная математика,2024-09-15,200000,d0228ce2-a380-4917-a56d-ddad3da44ae8,0.65,1,1,1,Московский физико-технический институт (МФТИ),240000.0,,F,2,Фомина Марина Архиповна,0,BACHELOR,19,3.9,2024-07-20
2024-06-10,bank,Электроника и наноэлектроника,,210000,b20ac5f9-a0bb-4c43-8f96-5a0ed15d3b8,0.69,0,1,4,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1512000.0,,F,8,Муравьева Полина Кузьминична,1,BACHELOR,15,4.0,2024-05-20
2024-07-20,social_media,Физика,2024-08-17,175000,b7065a6d-2931-4626-8bcb-5dde2c487668,0.69,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,700000.0,,M,4,Баранов Каллистрат Викторович,0,MASTER,22,4.0,2024-05-01
2024-06-15,bank,Информатика и вычислительная техника,2024-07-07,240000,7f3dabb3-c193-4373-be89-62092a6ccc41,0.66,1,1,2,Казанский федеральный университет (КФУ),960000.0,,M,8,Марк Матвеевич Зайцев,0,BACHELOR,16,3.1,2024-05-03
2024-07-19,social_media,Информатика и вычислительная техника,2024-07-24,350000,1164c315-0582-46e7-800d-80d75dd153cd,0.52,1,1,1,Московский физико-технический институт (МФТИ),700000.0,,F,2,Корнилова Элеонора Руслановна,0,BACHELOR,18,4.0,2024-05-22
2024-08-22,social_media,Автоматизация и управление,,180000,dc679b71-093a-418e-8370-f9d550519d2,0.59,0,1,2,Красноярский государственный университет (КГУ),576000.0,,M,4,Николаев Антип Чеславович,1,SPECIALTY,16,3.8,2024-06-28
2024-09-06,social_media,Механика,,155000,551984d4-b1b2-47dc-a1b9-176f81d58245,0.62,0,1,3,Новосибирский государственный университет (НГУ),930000.0,,M,6,Максимильян Ааронович Тетерин,0,BACHELOR,15,3.8,2024-06-10
2024-07-28,bank,Биотехнология,2024-07-31,170000,6b060e14-54a6-4487-ba51-b83e33dbe6d8,0.68,1,1,4,Томский государственный университет (ТГУ),1360000.0,,M,8,Сорокин Захар Ярославович,0,BACHELOR,19,3.8,2024-06-11
2024-07-06,website,Химия,2024-08-27,170000,7cee9fda-7789-4941-9447-092040303fe,0.52,1,1,1,Российский государственный университет нефти и газа имени И.М. Губкина,340000.0,,M,2,Валерий Феодосьевич Соловьев,1,BACHELOR,18,3.3,2024-05-30
2024-08-31,social_media,Прикладная математика,,260000,c3be1ced-2872-427a-b605-6dabcbcf2d3c,0.49,0,1,2,Новосибирский государственный университет (НГУ),1040000.0,,M,4,Казимир Теймуразович Васильев,0,BACHELOR,15,4.4,2024-06-25
2024-06-28,website,Информатика и вычислительная техника,2024-08-07,400000,84cab383-0879-4e30-9692-b00671f23883,0.66,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),2400000.0,,M,8,Олимпий Ермолаевич Яковлев,0,BACHELOR,19,3.7,2024-06-16
2024-07-19,social_media,Электроника и наноэлектроника,2024-08-28,290000,7dd68916-c2a6-4a40-8b02-688d96dc19d1,0.65,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),2088000.0,,M,8,Лаврентий Артурович Игнатьев,0,BACHELOR,16,4.8,2024-07-10
2024-08-20,bank,Прикладная математика,,350000,9830df00-ed01-4064-8fe0-fbf4194c366,0.74,0,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),840000.0,,F,4,Лидия Георгиевна Лазарева,1,MASTER,24,4.0,2024-05-07
2024-05-21,bank,Инженерия программного обеспечения,2024-08-14,360000,2ca5c83b-cf3f-4e7a-88be-404e1d01dfb6,0.75,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1440000.0,,F,4,Суханова Екатерина Алексеевна,0,MASTER,20,4.0,2024-05-16
,social_media,Электроника и наноэлектроника,,180000,17317e51-9d1b-4126-9e6a-060f1144c23e,0.77,0,0,2,Дальневосточный федеральный университет (ДВФУ),0.0,Недостаток документов,M,4,г-н Симонов Харитон Иосипович,0,MASTER,21,4.0,2024-05-04
2024-05-20,bank,Информатика и вычислительная техника,2024-07-18,295000,90788462-1ac8-4350-8ab7-b2612744c7f,0.55,1,1,4,Томский государственный университет (ТГУ),2124000.0,,M,8,Елисей Эдгарович Назаров,1,BACHELOR,17,4.0,2024-05-12
2024-06-12,social_media,Прикладная математика,2024-09-07,350000,87293939-2a8b-41dc-9eee-30164ab4fc96,0.61,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1890000.0,,M,6,Соловьев Геннадий Гурьевич,0,BACHELOR,16,4.0,2024-06-03
2024-06-30,bank,Информатика и вычислительная техника,,450000,2115da4a-0610-4dc9-89a9-1933c6d0e827,0.73,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),900000.0,,M,4,Леонид Теймуразович Мухин,0,MASTER,23,3.6,2024-06-25
2024-06-14,bank,Информатика и вычислительная техника,2024-07-07,310000,4464f838-7434-4c9c-8735-1ee9d20c7c2,0.69,1,1,3,Российский государственный университет нефти и газа имени И.М. Губкина,1860000.0,,F,8,г-жа Емельянова Феврония Кузьминична,1,BACHELOR,17,4.0,2024-06-06
2024-07-16,social_media,Инженерия программного обеспечения,2024-07-27,460000,6616448e-7d2c-4ed7-abc6-2d220879ce2,0.65,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2760000.0,,F,8,Александрова Анастасия Анатольевна,1,BACHELOR,17,4.2,2024-06-05
2024-07-08,social_media,Механика,2024-08-28,245000,da1a4f72-8a7a-4d57-8e00-d863e741a477,0.71,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),882000.0,,M,4,Носов Якуб Тихонович,0,MASTER,22,4.4,2024-07-05
2024-05-27,bank,Прикладная математика,2024-07-23,190000,bdd0b97d-4821-4a62-9001-95fcffc7cd3a,0.58,1,1,1,Казанский федеральный университет (КФУ),380000.0,,M,2,Колобов Милен Евстигнеевич,0,BACHELOR,19,4.0,2024-05-24
2024-06-03,social_media,Информатика и вычислительная техника,2024-06-27,260000,92226f7b-58d5-4e10-ba93-1b8f10f0c234,0.64,1,1,4,Красноярский государственный университет (КГУ),2080000.0,,F,8,Наумова Синклитикия Алексеевна,0,BACHELOR,18,4.0,2024-05-08
2024-08-04,social_media,Автоматизация и управление,2024-09-06,220000,49b1c352-f63b-4402-aaf9-e21fefe9ec0c,0.5,1,1,4,Московский физико-технический институт (МФТИ),1760000.0,,F,8,Устинова Светлана Георгиевна,0,BACHELOR,16,3.8,2024-05-11
2024-06-06,bank,Электроника и наноэлектроника,,290000,bac4df19-d239-4658-856d-b574b7ab71ef,0.64,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1044000.0,,F,4,Евфросиния Кузьминична Игнатьева,0,MASTER,20,4.0,2024-05-02
2024-06-06,bank,Прикладная математика,2024-07-31,300000,c34805f4-5724-48ef-be87-295e371c6318,0.72,1,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),1920000.0,,F,8,Шилова Евпраксия Максимовна,0,BACHELOR,19,4.0,2024-05-16
2024-06-07,social_media,Информатика и вычислительная техника,2024-08-09,270000,1fbcfe7f-c677-4e95-bc75-ceac061066d,0.58,1,1,3,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1458000.0,,F,6,Клавдия Юрьевна Бобылева,1,BACHELOR,19,4.0,2024-05-10
2024-07-15,website,Прикладная математика,2024-08-18,210000,ee2ba0ac-8987-4566-80f9-4f93ae422d7a,0.6,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,840000.0,,F,4,Дарья Владиславовна Евдокимова,0,MASTER,20,3.9,2024-06-06
2024-06-29,bank,Химия,2024-09-04,130000,a679a688-caaf-401f-829d-a0bd46aebf39,0.71,1,1,2,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),585000.0,,F,6,Зинаида Степановна Кудрявцева,0,BACHELOR,19,3.2,2024-06-01
2024-08-10,website,Прикладная математика,,300000,fa74fc10-ef32-46e8-8e08-e155910b7d6d,0.56,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1200000.0,,M,8,Еремей Борисович Котов,0,BACHELOR,18,4.0,2024-05-02
2024-06-23,website,Прикладная математика,,210000,77983201-6151-493a-97b4-78aca57c5c1c,0.5,0,1,2,Новосибирский государственный университет (НГУ),672000.0,,M,4,Герман Зиновьевич Ермаков,0,BACHELOR,16,3.2,2024-05-24
2024-08-24,website,Информатика и вычислительная техника,2024-09-12,450000,96e100e8-43ab-44ac-8f39-4a8c357e78fc,0.53,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),810000.0,,F,2,Марфа Григорьевна Константинова,0,BACHELOR,16,4.5,2024-07-03
2024-06-16,bank,Биотехнология,2024-08-03,120000,d2a93c2a-53d8-452a-ac68-3cfd9f02f0e,0.57,1,1,2,Томский государственный университет (ТГУ),480000.0,,F,8,Марфа Павловна Исакова,1,BACHELOR,17,4.0,2024-05-29
2024-08-03,website,Автоматизация и управление,2024-08-22,170000,31e7ff09-6cff-4f6a-ae9a-af1fa40706f6,0.67,1,1,2,Московский физико-технический институт (МФТИ),510000.0,,F,4,Фёкла Максимовна Степанова,0,MASTER,20,3.2,2024-06-02
2024-08-15,bank,Автоматизация и управление,,165000,a429d6ed-6a75-4f05-8dec-1c35e7c523d,0.59,0,1,4,Томский государственный университет (ТГУ),1320000.0,,F,8,Макарова Элеонора Константиновна,1,BACHELOR,19,4.0,2024-05-14
,website,Прикладная математика,,400000,fbd14e56-a197-441e-888c-3bb9d20eedea,0.8,0,0,1,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Плохая КИ,M,4,Никифоров Митофан Геннадиевич,0,MASTER,22,3.6,2024-05-01
2024-09-10,website,Информатика и вычислительная техника,,500000,1741bcc0-b517-4e1d-b2d8-90f0fe990af8,0.67,0,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1800000.0,,M,4,Мефодий Бориславович Егоров,0,MASTER,20,3.5,2024-05-13
2024-08-20,social_media,Инженерия программного обеспечения,,210000,24c87e46-07db-4c8e-b525-921539402de6,0.61,0,1,1,Московский физико-технический институт (МФТИ),504000.0,,F,4,Сазонова Екатерина Станиславовна,0,SPECIALTY,16,4.0,2024-05-23
2024-06-19,bank,Информатика и вычислительная техника,2024-09-02,400000,abf14a7e-19d3-4317-81ca-0fdb2c4a1be,0.54,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1800000.0,,M,6,Уваров Аполлон Якубович,1,SPECIALTY,17,3.5,2024-05-26
2024-07-12,social_media,Механика,,205000,ee6162c4-39e0-4bbc-a5a7-4b270b80c58,0.62,0,1,2,Новосибирский государственный университет (НГУ),984000.0,,M,8,Фома Юльевич Кошелев,1,BACHELOR,15,3.6,2024-06-03
2024-07-09,social_media,Электроника и наноэлектроника,,390000,48e090d3-bd50-435c-a19d-6f4616a8facf,0.51,0,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),936000.0,,F,4,Эмилия Сергеевна Васильева,0,BACHELOR,16,3.5,2024-06-23
2024-07-28,website,Прикладная математика,2024-08-21,350000,8f971d7b-ca5b-4c36-b55c-cbc2fb5d2c56,0.73,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),700000.0,,F,4,Марфа Игоревна Устинова,0,MASTER,21,4.0,2024-07-18
2024-08-01,website,Информатика и вычислительная техника,,270000,6215c3c6-e608-4ab3-9fee-73dde059d7b,0.65,0,1,1,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),540000.0,,F,2,Таисия Сергеевна Калинина,1,MASTER,22,4.5,2024-07-16
2024-06-11,social_media,Прикладная математика,2024-09-02,400000,3bd4bd20-9b2d-49bf-a4f8-ae59a98670ee,0.6,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1600000.0,,M,4,Трифон Всеволодович Лаврентьев,0,MASTER,23,4.0,2024-05-20
2024-07-30,social_media,Автоматизация и управление,2024-09-10,220000,5c58cce6-5cc0-4fb7-824a-f9401f8afa0a,0.47,1,1,3,Пермский государственный национальный исследовательский университет (ПГНИУ),1320000.0,,F,8,Андреева Таисия Вадимовна,0,BACHELOR,15,3.6,2024-06-03
2024-08-31,bank,Инженерия программного обеспечения,,360000,937ee192-d1b4-4bcf-9861-27a6dcae1dbf,0.58,0,1,3,Московский государственный университет имени М.В. Ломоносова (МГУ),2160000.0,,F,6,Любовь Даниловна Соколова,0,BACHELOR,15,3.6,2024-06-10
2024-06-13,bank,Физика,2024-08-30,275000,eba55b44-6c39-4349-a087-ce24fd1b519,0.74,1,1,0,Российский государственный университет нефти и газа имени И.М. Губкина,275000.0,,F,2,Ульяна Архиповна Стрелкова,1,MASTER,22,4.0,2024-05-18
,social_media,Электроника и наноэлектроника,,280000,f0df21e7-687b-432e-a8a5-be20829d9e0b,0.74,0,0,3,Казанский федеральный университет (КФУ),0.0,Недостаток документов,M,8,Соколов Владлен Викентьевич,0,BACHELOR,17,3.2,2024-06-09
2024-07-09,bank,Биотехнология,2024-09-03,165000,71bf2b3d-d7da-4123-b4ff-051acd014fba,0.55,1,1,3,Дальневосточный федеральный университет (ДВФУ),990000.0,,F,8,Комиссарова Ульяна Ильинична,0,BACHELOR,16,4.0,2024-05-30
2024-08-03,bank,Инженерия программного обеспечения,2024-08-17,320000,0c66e526-83f1-4732-af01-e843bb95156,0.67,1,1,1,Российский государственный университет нефти и газа имени И.М. Губкина,384000.0,,F,2,Елисеева Алина Юльевна,1,BACHELOR,15,4.0,2024-05-30
,website,Химия,,110000,18f0cc57-d17f-4a90-be13-140e27c484e4,0.82,0,0,1,Пермский государственный национальный исследовательский университет (ПГНИУ),0.0,Плохая КИ,M,4,Кузнецов Сидор Данилович,0,BACHELOR,18,4.0,2024-07-11
2024-08-17,social_media,Кибернетика,2024-08-28,360000,b72626af-4f4b-4da9-96ef-150e46c76f4f,0.61,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),864000.0,,M,4,Елисей Валерьянович Фокин,0,MASTER,24,4.0,2024-08-07
2024-07-12,bank,Прикладная математика,2024-08-21,250000,3a03886b-d723-459e-8bb1-3179db6b0531,0.63,1,1,4,Московский физико-технический институт (МФТИ),2000000.0,,M,8,Натан Арсеньевич Симонов,0,BACHELOR,15,4.3,2024-07-05
2024-06-27,social_media,Биотехнология,,185000,16690581-6478-42b6-8899-7d0776d798b,0.57,0,1,1,Красноярский государственный университет (КГУ),444000.0,,F,4,Силина Алина Аскольдовна,1,MASTER,21,4.0,2024-05-17
2024-07-31,bank,Прикладная математика,2024-08-27,400000,478e370e-71f7-4167-b20c-a95684daab38,0.67,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),3200000.0,,M,8,Воронов Януарий Иосипович,0,SPECIALTY,17,3.2,2024-07-21
2024-06-30,social_media,Кибернетика,2024-09-13,260000,6d0dae56-e701-439b-a8cd-ff05a4bdfd5,0.66,1,1,4,Санкт-Петербургский государственный университет (СПбГУ),1872000.0,,M,8,Исаков Онуфрий Дорофеевич,1,BACHELOR,18,4.6,2024-06-15
2024-06-06,social_media,Биотехнология,2024-08-21,120000,643e1e48-6426-4823-b408-6e3c37077d9d,0.49,1,1,1,Томский государственный университет (ТГУ),240000.0,,M,4,Анисимов Олег Евсеевич,0,BACHELOR,15,3.8,2024-05-16
2024-08-06,bank,Информатика и вычислительная техника,2024-09-04,295000,18f0bdab-833e-48bc-961a-71e5ac4e3a1,0.68,1,1,3,Томский государственный университет (ТГУ),1770000.0,,M,6,Романов Исидор Тимурович,1,BACHELOR,19,4.3,2024-07-12
2024-07-22,bank,Прикладная математика,2024-08-12,350000,22d294c6-543c-4c95-944a-27b42b51e0a2,0.66,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1050000.0,,M,4,Терентий Устинович Александров,0,BACHELOR,19,3.6,2024-05-12
2024-08-07,bank,Кибернетика,,360000,0e5a0b59-7c3f-483e-b54c-90b392e23e0,0.68,0,1,3,Санкт-Петербургский государственный университет (СПбГУ),2160000.0,,F,6,Савельева Евфросиния Наумовна,1,BACHELOR,16,3.1,2024-06-04
2024-07-04,website,Информатика и вычислительная техника,2024-07-17,240000,1321cf7a-d57e-4c6e-bcf8-91921b827cf,0.54,1,1,3,Казанский федеральный университет (КФУ),1296000.0,,F,6,Мартынова Марфа Андреевна,1,BACHELOR,15,4.0,2024-05-01
2024-06-08,website,Химия,2024-06-27,360000,1c14c515-4f93-4ebd-8de7-ce7dcfc14af5,0.65,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1728000.0,,M,6,Севастьян Ермолаевич Калашников,0,SPECIALTY,17,3.5,2024-05-19
2024-06-15,social_media,Автоматизация и управление,2024-08-08,270000,6d50a2c8-3833-44e7-bbf3-4e8daff04a2,0.66,1,1,2,Санкт-Петербургский государственный университет (СПбГУ),1080000.0,,F,4,Пестова Варвара Геннадьевна,1,BACHELOR,16,4.6,2024-06-08
2024-07-23,social_media,Физика,2024-08-21,265000,fe3644c9-de7f-4bab-b288-ced4896383e4,0.67,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1272000.0,,F,6,Лыткина Лариса Ефимовна,0,BACHELOR,16,4.3,2024-06-23
2024-06-17,bank,Автоматизация и управление,2024-06-30,320000,0ea98182-b4a9-4fc7-a5db-91ef7b63d645,0.64,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1920000.0,,M,8,Петр Данилович Тетерин,0,SPECIALTY,16,4.0,2024-05-29
2024-07-15,website,Прикладная математика,2024-08-15,245000,59fd33c4-aea0-4019-a4a3-12946b1e4c2,0.64,1,1,2,Томский государственный университет (ТГУ),735000.0,,M,6,Никандр Трифонович Ершов,1,BACHELOR,16,3.9,2024-06-26
2024-08-29,bank,Механика,2024-09-05,185000,2311966f-a255-4fef-baa1-d76194fa905,0.77,1,1,1,Казанский федеральный университет (КФУ),444000.0,,M,4,Назар Фомич Шаров,1,MASTER,23,5.0,2024-07-13
2024-08-11,website,Информатика и вычислительная техника,,350000,44132ef0-795f-42b3-a4a4-f0282ae8f0bc,0.55,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),700000.0,,M,2,Гордеев Эмиль Харитонович,0,BACHELOR,17,4.4,2024-07-21
2024-05-22,social_media,Биотехнология,,375000,9e701af4-3415-4126-a316-e557aaede906,0.65,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1800000.0,,M,8,Сорокин Константин Эдгардович,0,BACHELOR,17,3.2,2024-05-11
2024-07-31,bank,Информатика и вычислительная техника,2024-09-12,400000,06a700d4-3bf3-4eac-be56-c1d0e8ceac3,0.68,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2400000.0,,M,6,Дементьев Ефрем Ерофеевич,1,BACHELOR,19,4.5,2024-06-08
2024-08-02,bank,Прикладная математика,2024-08-21,200000,8baeba6e-1dce-46e3-93ee-bf26a5569fd8,0.62,1,1,4,Московский физико-технический институт (МФТИ),1800000.0,,M,12,Боян Устинович Назаров,0,SPECIALTY,16,3.8,2024-05-24
2024-08-25,bank,Информатика и вычислительная техника,,310000,6e5925e2-285c-4984-bbee-d0e23af7cb65,0.72,0,1,2,Новосибирский государственный университет (НГУ),1240000.0,,F,4,Екатерина Даниловна Белякова,0,MASTER,23,3.0,2024-07-08
2024-08-19,bank,Биотехнология,2024-09-10,170000,ac0ee32e-e671-4ced-9bf7-87a3bd10375,0.68,1,1,3,Томский государственный университет (ТГУ),1020000.0,,F,10,Никонова Прасковья Геннадьевна,1,SPECIALTY,18,4.0,2024-07-12
2024-06-05,bank,Прикладная математика,2024-08-23,170000,514508e0-f4ce-49e0-a97a-400b1fab66c,0.55,1,1,3,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1088000.0,,M,8,Афанасий Тимурович Богданов,1,SPECIALTY,17,3.4,2024-05-03
2024-06-14,website,Информатика и вычислительная техника,2024-07-28,240000,df875e02-db89-44ef-8b73-c1f5b455524,0.65,1,1,3,Национальный исследовательский ядерный университет «МИФИ»,1440000.0,,F,8,Крюкова Милица Васильевна,1,BACHELOR,17,4.0,2024-05-28
2024-08-06,bank,Электроника и наноэлектроника,,230000,58bca5bf-0b1e-4057-840c-1df411b86155,0.76,0,1,1,Казанский федеральный университет (КФУ),552000.0,,M,4,Любомир Харитонович Медведев,0,MASTER,24,4.6,2024-06-07
